"","id","value","year"
"1828","SSD",88000,"2000"
"1829","ESP",97000,"2000"
"1830","LKA",500,"2000"
"1831","SDN",15000,"2000"
"1832","SUR",3400,"2000"
"1833","SWZ",150000,"2000"
"1834","SWE",5800,"2000"
"1835","CHE",NA,"2000"
"1836","SYR",NA,"2000"
"1837","TJK",1300,"2000"
"1838","THA",680000,"2000"
"1839","MKD",200,"2000"
"1840","TLS",NA,"2000"
"1841","TGO",120000,"2000"
"1842","TTO",7300,"2000"
"1843","TUN",500,"2000"
"1844","TUR",NA,"2000"
"1845","TKM",NA,"2000"
"1846","UGA",1200000,"2000"
"1847","UKR",170000,"2000"
"1848","ARE",NA,"2000"
"1849","GBR",NA,"2000"
"1850","TZA",1500000,"2000"
"1851","USA",NA,"2000"
"1852","URY",7600,"2000"
"1853","UZB",NA,"2000"
"1854","VEN",49000,"2000"
"1855","VNM",110000,"2000"
"1856","YEM",2900,"2000"
"1857","ZMB",930000,"2000"
"1858","ZWE",1500000,"2000"
"1859","Total",27700000,"2000"
"1860","AFG",2100,"2001"
"1861","ALB",200,"2001"
"1862","DZA",4500,"2001"
"1863","AGO",95000,"2001"
"1864","ARG",74000,"2001"
"1865","ARM",1900,"2001"
"1866","AUS",15000,"2001"
"1867","AUT",NA,"2001"
"1868","AZE",1900,"2001"
"1869","BHS",5300,"2001"
"1870","BHR",200,"2001"
"1871","BGD",2000,"2001"
"1872","BRB",1200,"2001"
"1873","BLR",1200,"2001"
"1874","BEL",NA,"2001"
"1875","BLZ",1100,"2001"
"1876","BEN",53000,"2001"
"1877","BTN",NA,"2001"
"1878","BOL",13000,"2001"
"1879","BIH",NA,"2001"
"1880","BWA",290000,"2001"
"1881","BRA",380000,"2001"
"1882","BRN",NA,"2001"
"1883","BGR",1000,"2001"
"1884","BFA",160000,"2001"
"1885","BDI",120000,"2001"
"1886","CPV",2500,"2001"
"1887","KHM",110000,"2001"
"1888","CMR",430000,"2001"
"1889","CAN",NA,"2001"
"1890","CAF",190000,"2001"
"1891","TCD",90000,"2001"
"1892","CHL",21000,"2001"
"1893","CHN",NA,"2001"
"1894","COL",100000,"2001"
"1895","COM",100,"2001"
"1896","COG",76000,"2001"
"1897","CRI",4800,"2001"
"1898","HRV",1000,"2001"
"1899","CUB",3000,"2001"
"1900","CYP",NA,"2001"
"1901","CZE",1000,"2001"
"1902","CIV",660000,"2001"
"1903","PRK",NA,"2001"
"1904","COD",540000,"2001"
"1905","DNK",NA,"2001"
"1906","DJI",12000,"2001"
"1907","DOM",110000,"2001"
"1908","ECU",21000,"2001"
"1909","EGY",2300,"2001"
"1910","SLV",19000,"2001"
"1911","GNQ",12000,"2001"
"1912","ERI",21000,"2001"
"1913","EST",NA,"2001"
"1914","ETH",1100000,"2001"
"1915","FJI",200,"2001"
"1916","FIN",NA,"2001"
"1917","FRA",110000,"2001"
"1918","GAB",49000,"2001"
"1919","GMB",11000,"2001"
"1920","GEO",2500,"2001"
"1921","DEU",NA,"2001"
"1922","GHA",440000,"2001"
"1923","GRC",NA,"2001"
"1924","GTM",16000,"2001"
"1925","GIN",93000,"2001"
"1926","GNB",23000,"2001"
"1927","GUY",3700,"2001"
"1928","HTI",140000,"2001"
"1929","HND",34000,"2001"
"1930","HUN",NA,"2001"
"1931","ISL",NA,"2001"
"1932","IND",2100000,"2001"
"1933","IDN",110000,"2001"
"1934","IRN",25000,"2001"
"1935","IRL",3500,"2001"
"1936","ISR",NA,"2001"
"1937","ITA",110000,"2001"
"1938","JAM",31000,"2001"
"1939","JPN",NA,"2001"
"1940","JOR",200,"2001"
"1941","KAZ",4800,"2001"
"1942","KEN",1800000,"2001"
"1943","KWT",200,"2001"
"1944","KGZ",1600,"2001"
"1945","LAO",2500,"2001"
"1946","LVA",6500,"2001"
"1947","LBN",1000,"2001"
"1948","LSO",220000,"2001"
"1949","LBR",66000,"2001"
"1950","LTU",1200,"2001"
"1951","LUX",NA,"2001"
"1952","MDG",17000,"2001"
"1953","MWI",950000,"2001"
"1954","MYS",100000,"2001"
"1955","MDV",NA,"2001"
"1956","MLI",100000,"2001"
"1957","MLT",200,"2001"
"1958","MRT",12000,"2001"
"1959","MEX",130000,"2001"
"1960","MNG",100,"2001"
"1961","MNE",100,"2001"
"1962","MAR",9200,"2001"
"1963","MOZ",1000000,"2001"
"1964","MMR",210000,"2001"
"1965","NAM",180000,"2001"
"1966","NPL",31000,"2001"
"1967","NLD",13000,"2001"
"1968","NZL",NA,"2001"
"1969","NIC",10000,"2001"
"1970","NER",66000,"2001"
"1971","NGA",2900000,"2001"
"1972","NOR",NA,"2001"
"1973","OMN",NA,"2001"
"1974","PAK",1000,"2001"
"1975","PAN",12000,"2001"
"1976","PNG",26000,"2001"
"1977","PRY",8100,"2001"
"1978","PER",76000,"2001"
"1979","PHL",1400,"2001"
"1980","POL",NA,"2001"
"1981","PRT",NA,"2001"
"1982","QAT",100,"2001"
"1983","KOR",NA,"2001"
"1984","MDA",4600,"2001"
"1985","ROU",9000,"2001"
"1986","RUS",NA,"2001"
"1987","RWA",220000,"2001"
"1988","SAU",3200,"2001"
"1989","SEN",37000,"2001"
"1990","SRB",1200,"2001"
"1991","SLE",28000,"2001"
"1992","SGP",NA,"2001"
"1993","SVK",500,"2001"
"1994","SVN",500,"2001"
"1995","SOM",25000,"2001"
"1996","ZAF",4000000,"2001"
"1997","SSD",100000,"2001"
"1998","ESP",100000,"2001"
"1999","LKA",1000,"2001"
"2000","SDN",17000,"2001"
"2001","SUR",3600,"2001"
"2002","SWZ",160000,"2001"
"2003","SWE",6000,"2001"
"2004","CHE",NA,"2001"
"2005","SYR",NA,"2001"
"2006","TJK",2000,"2001"
"2007","THA",660000,"2001"
"2008","MKD",200,"2001"
"2009","TLS",NA,"2001"
"2010","TGO",120000,"2001"
"2011","TTO",7900,"2001"
"2012","TUN",500,"2001"
"2013","TUR",NA,"2001"
"2014","TKM",NA,"2001"
"2015","UGA",1200000,"2001"
"2016","UKR",180000,"2001"
"2017","ARE",NA,"2001"
"2018","GBR",NA,"2001"
"2019","TZA",1500000,"2001"
"2020","USA",NA,"2001"
"2021","URY",8500,"2001"
"2022","UZB",NA,"2001"
"2023","VEN",54000,"2001"
"2024","VNM",130000,"2001"
"2025","YEM",3100,"2001"
"2026","ZMB",930000,"2001"
"2027","ZWE",1400000,"2001"
"2028","Total",28700000,"2001"
"2029","AFG",2300,"2002"
"2030","ALB",200,"2002"
"2031","DZA",4900,"2002"
"2032","AGO",110000,"2002"
"2033","ARG",77000,"2002"
"2034","ARM",2300,"2002"
"2035","AUS",16000,"2002"
"2036","AUT",NA,"2002"
"2037","AZE",2200,"2002"
"2038","BHS",5500,"2002"
"2039","BHR",200,"2002"
"2040","BGD",2800,"2002"
"2041","BRB",1300,"2002"
"2042","BLR",1600,"2002"
"2043","BEL",NA,"2002"
"2044","BLZ",1400,"2002"
"2045","BEN",56000,"2002"
"2046","BTN",NA,"2002"
"2047","BOL",14000,"2002"
"2048","BIH",NA,"2002"
"2049","BWA",300000,"2002"
"2050","BRA",410000,"2002"
"2051","BRN",NA,"2002"
"2052","BGR",1000,"2002"
"2053","BFA",150000,"2002"
"2054","BDI",120000,"2002"
"2055","CPV",2500,"2002"
"2056","KHM",100000,"2002"
"2057","CMR",460000,"2002"
"2058","CAN",NA,"2002"
"2059","CAF",180000,"2002"
"2060","TCD",94000,"2002"
"2061","CHL",22000,"2002"
"2062","CHN",NA,"2002"
"2063","COL",110000,"2002"
"2064","COM",100,"2002"
"2065","COG",74000,"2002"
"2066","CRI",5200,"2002"
"2067","HRV",1000,"2002"
"2068","CUB",3500,"2002"
"2069","CYP",NA,"2002"
"2070","CZE",1000,"2002"
"2071","CIV",650000,"2002"
"2072","PRK",NA,"2002"
"2073","COD",540000,"2002"
"2074","DNK",NA,"2002"
"2075","DJI",12000,"2002"
"2076","DOM",110000,"2002"
"2077","ECU",22000,"2002"
"2078","EGY",2500,"2002"
"2079","SLV",20000,"2002"
"2080","GNQ",14000,"2002"
"2081","ERI",21000,"2002"
"2082","EST",NA,"2002"
"2083","ETH",1100000,"2002"
"2084","FJI",200,"2002"
"2085","FIN",NA,"2002"
"2086","FRA",110000,"2002"
"2087","GAB",51000,"2002"
"2088","GMB",12000,"2002"
"2089","GEO",2800,"2002"
"2090","DEU",NA,"2002"
"2091","GHA",430000,"2002"
"2092","GRC",NA,"2002"
"2093","GTM",19000,"2002"
"2094","GIN",95000,"2002"
"2095","GNB",27000,"2002"
"2096","GUY",4100,"2002"
"2097","HTI",140000,"2002"
"2098","HND",33000,"2002"
"2099","HUN",NA,"2002"
"2100","ISL",NA,"2002"
"2101","IND",2200000,"2002"
"2102","IDN",150000,"2002"
"2103","IRN",31000,"2002"
"2104","IRL",3700,"2002"
"2105","ISR",NA,"2002"
"2106","ITA",110000,"2002"
"2107","JAM",31000,"2002"
"2108","JPN",NA,"2002"
"2109","JOR",200,"2002"
"2110","KAZ",5600,"2002"
"2111","KEN",1700000,"2002"
"2112","KWT",200,"2002"
"2113","KGZ",1900,"2002"
"2114","LAO",3300,"2002"
"2115","LVA",6500,"2002"
"2116","LBN",1000,"2002"
"2117","LSO",230000,"2002"
"2118","LBR",64000,"2002"
"2119","LTU",1300,"2002"
"2120","LUX",NA,"2002"
"2121","MDG",18000,"2002"
"2122","MWI",960000,"2002"
"2123","MYS",110000,"2002"
"2124","MDV",NA,"2002"
"2125","MLI",110000,"2002"
"2126","MLT",200,"2002"
"2127","MRT",13000,"2002"
"2128","MEX",140000,"2002"
"2129","MNG",100,"2002"
"2130","MNE",100,"2002"
"2131","MAR",10000,"2002"
"2132","MOZ",1100000,"2002"
"2133","MMR",230000,"2002"
"2134","NAM",180000,"2002"
"2135","NPL",34000,"2002"
"2136","NLD",14000,"2002"
"2137","NZL",NA,"2002"
"2138","NIC",11000,"2002"
"2139","NER",68000,"2002"
"2140","NGA",3000000,"2002"
"2141","NOR",NA,"2002"
"2142","OMN",NA,"2002"
"2143","PAK",1000,"2002"
"2144","PAN",12000,"2002"
"2145","PNG",30000,"2002"
"2146","PRY",9000,"2002"
"2147","PER",76000,"2002"
"2148","PHL",1800,"2002"
"2149","POL",NA,"2002"
"2150","PRT",NA,"2002"
"2151","QAT",100,"2002"
"2152","KOR",NA,"2002"
"2153","MDA",5000,"2002"
"2154","ROU",9600,"2002"
"2155","RUS",NA,"2002"
"2156","RWA",220000,"2002"
"2157","SAU",3600,"2002"
"2158","SEN",39000,"2002"
"2159","SRB",1200,"2002"
"2160","SLE",32000,"2002"
"2161","SGP",NA,"2002"
"2162","SVK",500,"2002"
"2163","SVN",500,"2002"
"2164","SOM",26000,"2002"
"2165","ZAF",4300000,"2002"
"2166","SSD",120000,"2002"
"2167","ESP",100000,"2002"
"2168","LKA",1000,"2002"
"2169","SDN",19000,"2002"
"2170","SUR",3700,"2002"
"2171","SWZ",160000,"2002"
"2172","SWE",6200,"2002"
"2173","CHE",NA,"2002"
"2174","SYR",NA,"2002"
"2175","TJK",2800,"2002"
"2176","THA",630000,"2002"
"2177","MKD",200,"2002"
"2178","TLS",NA,"2002"
"2179","TGO",120000,"2002"
"2180","TTO",8300,"2002"
"2181","TUN",1000,"2002"
"2182","TUR",NA,"2002"
"2183","TKM",NA,"2002"
"2184","UGA",1200000,"2002"
"2185","UKR",190000,"2002"
"2186","ARE",NA,"2002"
"2187","GBR",NA,"2002"
"2188","TZA",1500000,"2002"
"2189","USA",NA,"2002"
"2190","URY",9300,"2002"
"2191","UZB",NA,"2002"
"2192","VEN",59000,"2002"
"2193","VNM",150000,"2002"
"2194","YEM",3400,"2002"
"2195","ZMB",930000,"2002"
"2196","ZWE",1400000,"2002"
"2197","Total",29500000,"2002"
"2198","AFG",2600,"2003"
"2199","ALB",500,"2003"
"2200","DZA",5400,"2003"
"2201","AGO",120000,"2003"
"2202","ARG",80000,"2003"
"2203","ARM",2600,"2003"
"2204","AUS",17000,"2003"
"2205","AUT",NA,"2003"
"2206","AZE",2600,"2003"
"2207","BHS",5600,"2003"
"2208","BHR",200,"2003"
"2209","BGD",3800,"2003"
"2210","BRB",1400,"2003"
"2211","BLR",2200,"2003"
"2212","BEL",NA,"2003"
"2213","BLZ",1800,"2003"
"2214","BEN",57000,"2003"
"2215","BTN",NA,"2003"
"2216","BOL",16000,"2003"
"2217","BIH",NA,"2003"
"2218","BWA",300000,"2003"
"2219","BRA",430000,"2003"
"2220","BRN",NA,"2003"
"2221","BGR",1200,"2003"
"2222","BFA",140000,"2003"
"2223","BDI",120000,"2003"
"2224","CPV",2500,"2003"
"2225","KHM",99000,"2003"
"2226","CMR",490000,"2003"
"2227","CAN",NA,"2003"
"2228","CAF",170000,"2003"
"2229","TCD",97000,"2003"
"2230","CHL",24000,"2003"
"2231","CHN",NA,"2003"
"2232","COL",110000,"2003"
"2233","COM",100,"2003"
"2234","COG",72000,"2003"
"2235","CRI",5700,"2003"
"2236","HRV",1000,"2003"
"2237","CUB",4100,"2003"
"2238","CYP",NA,"2003"
"2239","CZE",1000,"2003"
"2240","CIV",630000,"2003"
"2241","PRK",NA,"2003"
"2242","COD",540000,"2003"
"2243","DNK",NA,"2003"
"2244","DJI",12000,"2003"
"2245","DOM",100000,"2003"
"2246","ECU",22000,"2003"
"2247","EGY",2800,"2003"
"2248","SLV",20000,"2003"
"2249","GNQ",15000,"2003"
"2250","ERI",22000,"2003"
"2251","EST",NA,"2003"
"2252","ETH",1000000,"2003"
"2253","FJI",200,"2003"
"2254","FIN",NA,"2003"
"2255","FRA",120000,"2003"
"2256","GAB",52000,"2003"
"2257","GMB",14000,"2003"
"2258","GEO",3200,"2003"
"2259","DEU",NA,"2003"
"2260","GHA",410000,"2003"
"2261","GRC",NA,"2003"
"2262","GTM",23000,"2003"
"2263","GIN",96000,"2003"
"2264","GNB",31000,"2003"
"2265","GUY",4500,"2003"
"2266","HTI",140000,"2003"
"2267","HND",31000,"2003"
"2268","HUN",NA,"2003"
"2269","ISL",NA,"2003"
"2270","IND",2300000,"2003"
"2271","IDN",190000,"2003"
"2272","IRN",37000,"2003"
"2273","IRL",3900,"2003"
"2274","ISR",NA,"2003"
"2275","ITA",120000,"2003"
"2276","JAM",31000,"2003"
"2277","JPN",NA,"2003"
"2278","JOR",200,"2003"
"2279","KAZ",6500,"2003"
"2280","KEN",1700000,"2003"
"2281","KWT",200,"2003"
"2282","KGZ",2100,"2003"
"2283","LAO",4200,"2003"
"2284","LVA",6600,"2003"
"2285","LBN",1100,"2003"
"2286","LSO",230000,"2003"
"2287","LBR",61000,"2003"
"2288","LTU",1400,"2003"
"2289","LUX",NA,"2003"
"2290","MDG",18000,"2003"
"2291","MWI",960000,"2003"
"2292","MYS",110000,"2003"
"2293","MDV",NA,"2003"
"2294","MLI",110000,"2003"
"2295","MLT",200,"2003"
"2296","MRT",14000,"2003"
"2297","MEX",140000,"2003"
"2298","MNG",100,"2003"
"2299","MNE",100,"2003"
"2300","MAR",11000,"2003"
"2301","MOZ",1200000,"2003"
"2302","MMR",240000,"2003"
"2303","NAM",180000,"2003"
"2304","NPL",37000,"2003"
"2305","NLD",14000,"2003"
"2306","NZL",NA,"2003"
"2307","NIC",10000,"2003"
"2308","NER",69000,"2003"
"2309","NGA",3100000,"2003"
"2310","NOR",NA,"2003"
"2311","OMN",NA,"2003"
"2312","PAK",1100,"2003"
"2313","PAN",13000,"2003"
"2314","PNG",32000,"2003"
"2315","PRY",9900,"2003"
"2316","PER",75000,"2003"
"2317","PHL",2300,"2003"
"2318","POL",NA,"2003"
"2319","PRT",NA,"2003"
"2320","QAT",100,"2003"
"2321","KOR",NA,"2003"
"2322","MDA",5500,"2003"
"2323","ROU",10000,"2003"
"2324","RUS",NA,"2003"
"2325","RWA",220000,"2003"
"2326","SAU",4000,"2003"
"2327","SEN",42000,"2003"
"2328","SRB",1200,"2003"
"2329","SLE",36000,"2003"
"2330","SGP",NA,"2003"
"2331","SVK",500,"2003"
"2332","SVN",500,"2003"
"2333","SOM",27000,"2003"
"2334","ZAF",4600000,"2003"
"2335","SSD",130000,"2003"
"2336","ESP",110000,"2003"
"2337","LKA",1000,"2003"
"2338","SDN",22000,"2003"
"2339","SUR",3700,"2003"
"2340","SWZ",160000,"2003"
"2341","SWE",6400,"2003"
"2342","CHE",NA,"2003"
"2343","SYR",NA,"2003"
"2344","TJK",3800,"2003"
"2345","THA",610000,"2003"
"2346","MKD",200,"2003"
"2347","TLS",NA,"2003"
"2348","TGO",130000,"2003"
"2349","TTO",8700,"2003"
"2350","TUN",1000,"2003"
"2351","TUR",NA,"2003"
"2352","TKM",NA,"2003"
"2353","UGA",1100000,"2003"
"2354","UKR",200000,"2003"
"2355","ARE",NA,"2003"
"2356","GBR",NA,"2003"
"2357","TZA",1500000,"2003"
"2358","USA",NA,"2003"
"2359","URY",10000,"2003"
"2360","UZB",NA,"2003"
"2361","VEN",63000,"2003"
"2362","VNM",170000,"2003"
"2363","YEM",3600,"2003"
"2364","ZMB",930000,"2003"
"2365","ZWE",1400000,"2003"
"2366","Total",30200000,"2003"
"2367","AFG",2800,"2004"
"2368","ALB",500,"2004"
"2369","DZA",5900,"2004"
"2370","AGO",130000,"2004"
"2371","ARG",83000,"2004"
"2372","ARM",2900,"2004"
"2373","AUS",17000,"2004"
"2374","AUT",NA,"2004"
"2375","AZE",3000,"2004"
"2376","BHS",5800,"2004"
"2377","BHR",200,"2004"
"2378","BGD",4900,"2004"
"2379","BRB",1500,"2004"
"2380","BLR",2900,"2004"
"2381","BEL",NA,"2004"
"2382","BLZ",2100,"2004"
"2383","BEN",58000,"2004"
"2384","BTN",NA,"2004"
"2385","BOL",17000,"2004"
"2386","BIH",NA,"2004"
"2387","BWA",300000,"2004"
"2388","BRA",460000,"2004"
"2389","BRN",NA,"2004"
"2390","BGR",1300,"2004"
"2391","BFA",130000,"2004"
"2392","BDI",120000,"2004"
"2393","CPV",2500,"2004"
"2394","KHM",94000,"2004"
"2395","CMR",510000,"2004"
"2396","CAN",NA,"2004"
"2397","CAF",160000,"2004"
"2398","TCD",99000,"2004"
"2399","CHL",26000,"2004"
"2400","CHN",NA,"2004"
"2401","COL",110000,"2004"
"2402","COM",100,"2004"
"2403","COG",70000,"2004"
"2404","CRI",6200,"2004"
"2405","HRV",1000,"2004"
"2406","CUB",4800,"2004"
"2407","CYP",NA,"2004"
"2408","CZE",1000,"2004"
"2409","CIV",610000,"2004"
"2410","PRK",NA,"2004"
"2411","COD",530000,"2004"
"2412","DNK",NA,"2004"
"2413","DJI",12000,"2004"
"2414","DOM",98000,"2004"
"2415","ECU",22000,"2004"
"2416","EGY",3100,"2004"
"2417","SLV",21000,"2004"
"2418","GNQ",17000,"2004"
"2419","ERI",21000,"2004"
"2420","EST",NA,"2004"
"2421","ETH",980000,"2004"
"2422","FJI",200,"2004"
"2423","FIN",NA,"2004"
"2424","FRA",120000,"2004"
"2425","GAB",53000,"2004"
"2426","GMB",15000,"2004"
"2427","GEO",3600,"2004"
"2428","DEU",NA,"2004"
"2429","GHA",400000,"2004"
"2430","GRC",NA,"2004"
"2431","GTM",26000,"2004"
"2432","GIN",98000,"2004"
"2433","GNB",34000,"2004"
"2434","GUY",4800,"2004"
"2435","HTI",140000,"2004"
"2436","HND",30000,"2004"
"2437","HUN",NA,"2004"
"2438","ISL",NA,"2004"
"2439","IND",2300000,"2004"
"2440","IDN",240000,"2004"
"2441","IRN",42000,"2004"
"2442","IRL",4200,"2004"
"2443","ISR",NA,"2004"
"2444","ITA",120000,"2004"
"2445","JAM",30000,"2004"
"2446","JPN",NA,"2004"
"2447","JOR",200,"2004"
"2448","KAZ",7400,"2004"
"2449","KEN",1600000,"2004"
"2450","KWT",200,"2004"
"2451","KGZ",2400,"2004"
"2452","LAO",5000,"2004"
"2453","LVA",6600,"2004"
"2454","LBN",1200,"2004"
"2455","LSO",240000,"2004"
"2456","LBR",58000,"2004"
"2457","LTU",1600,"2004"
"2458","LUX",NA,"2004"
"2459","MDG",19000,"2004"
"2460","MWI",960000,"2004"
"2461","MYS",110000,"2004"
"2462","MDV",NA,"2004"
"2463","MLI",110000,"2004"
"2464","MLT",200,"2004"
"2465","MRT",14000,"2004"
"2466","MEX",150000,"2004"
"2467","MNG",100,"2004"
"2468","MNE",200,"2004"
"2469","MAR",13000,"2004"
"2470","MOZ",1300000,"2004"
"2471","MMR",250000,"2004"
"2472","NAM",180000,"2004"
"2473","NPL",39000,"2004"
"2474","NLD",15000,"2004"
"2475","NZL",NA,"2004"
"2476","NIC",10000,"2004"
"2477","NER",69000,"2004"
"2478","NGA",3100000,"2004"
"2479","NOR",NA,"2004"
"2480","OMN",NA,"2004"
"2481","PAK",2700,"2004"
"2482","PAN",13000,"2004"
"2483","PNG",34000,"2004"
"2484","PRY",11000,"2004"
"2485","PER",74000,"2004"
"2486","PHL",3000,"2004"
"2487","POL",NA,"2004"
"2488","PRT",NA,"2004"
"2489","QAT",100,"2004"
"2490","KOR",NA,"2004"
"2491","MDA",6000,"2004"
"2492","ROU",11000,"2004"
"2493","RUS",NA,"2004"
"2494","RWA",220000,"2004"
"2495","SAU",4400,"2004"
"2496","SEN",44000,"2004"
"2497","SRB",1300,"2004"
"2498","SLE",40000,"2004"
"2499","SGP",NA,"2004"
"2500","SVK",500,"2004"
"2501","SVN",500,"2004"
"2502","SOM",27000,"2004"
"2503","ZAF",4900000,"2004"
"2504","SSD",140000,"2004"
"2505","ESP",110000,"2004"
"2506","LKA",1000,"2004"
"2507","SDN",25000,"2004"
"2508","SUR",3800,"2004"
"2509","SWZ",170000,"2004"
"2510","SWE",6600,"2004"
"2511","CHE",NA,"2004"
"2512","SYR",NA,"2004"
"2513","TJK",4900,"2004"
"2514","THA",580000,"2004"
"2515","MKD",200,"2004"
"2516","TLS",NA,"2004"
"2517","TGO",130000,"2004"
"2518","TTO",9000,"2004"
"2519","TUN",1000,"2004"
"2520","TUR",NA,"2004"
"2521","TKM",NA,"2004"
"2522","UGA",1200000,"2004"
"2523","UKR",200000,"2004"
"2524","ARE",NA,"2004"
"2525","GBR",NA,"2004"
"2526","TZA",1500000,"2004"
"2527","USA",NA,"2004"
"2528","URY",11000,"2004"
"2529","UZB",NA,"2004"
"2530","VEN",68000,"2004"
"2531","VNM",180000,"2004"
"2532","YEM",3900,"2004"
"2533","ZMB",920000,"2004"
"2534","ZWE",1300000,"2004"
"2535","Total",30600000,"2004"
"2536","AFG",3100,"2005"
"2537","ALB",500,"2005"
"2538","DZA",6400,"2005"
"2539","AGO",140000,"2005"
"2540","ARG",86000,"2005"
"2541","ARM",3000,"2005"
"2542","AUS",18000,"2005"
"2543","AUT",NA,"2005"
"2544","AZE",3500,"2005"
"2545","BHS",5900,"2005"
"2546","BHR",200,"2005"
"2547","BGD",6100,"2005"
"2548","BRB",1600,"2005"
"2549","BLR",3700,"2005"
"2550","BEL",NA,"2005"
"2551","BLZ",2500,"2005"
"2552","BEN",58000,"2005"
"2553","BTN",NA,"2005"
"2554","BOL",18000,"2005"
"2555","BIH",NA,"2005"
"2556","BWA",300000,"2005"
"2557","BRA",490000,"2005"
"2558","BRN",NA,"2005"
"2559","BGR",1500,"2005"
"2560","BFA",120000,"2005"
"2561","BDI",110000,"2005"
"2562","CPV",2500,"2005"
"2563","KHM",90000,"2005"
"2564","CMR",520000,"2005"
"2565","CAN",NA,"2005"
"2566","CAF",160000,"2005"
"2567","TCD",100000,"2005"
"2568","CHL",28000,"2005"
"2569","CHN",NA,"2005"
"2570","COL",110000,"2005"
"2571","COM",100,"2005"
"2572","COG",69000,"2005"
"2573","CRI",6700,"2005"
"2574","HRV",1000,"2005"
"2575","CUB",5600,"2005"
"2576","CYP",NA,"2005"
"2577","CZE",1000,"2005"
"2578","CIV",590000,"2005"
"2579","PRK",NA,"2005"
"2580","COD",520000,"2005"
"2581","DNK",NA,"2005"
"2582","DJI",12000,"2005"
"2583","DOM",94000,"2005"
"2584","ECU",22000,"2005"
"2585","EGY",3500,"2005"
"2586","SLV",21000,"2005"
"2587","GNQ",18000,"2005"
"2588","ERI",21000,"2005"
"2589","EST",NA,"2005"
"2590","ETH",920000,"2005"
"2591","FJI",200,"2005"
"2592","FIN",NA,"2005"
"2593","FRA",130000,"2005"
"2594","GAB",53000,"2005"
"2595","GMB",16000,"2005"
"2596","GEO",4100,"2005"
"2597","DEU",NA,"2005"
"2598","GHA",380000,"2005"
"2599","GRC",NA,"2005"
"2600","GTM",28000,"2005"
"2601","GIN",99000,"2005"
"2602","GNB",37000,"2005"
"2603","GUY",5200,"2005"
"2604","HTI",130000,"2005"
"2605","HND",28000,"2005"
"2606","HUN",NA,"2005"
"2607","ISL",NA,"2005"
"2608","IND",2300000,"2005"
"2609","IDN",290000,"2005"
"2610","IRN",48000,"2005"
"2611","IRL",4400,"2005"
"2612","ISR",NA,"2005"
"2613","ITA",120000,"2005"
"2614","JAM",30000,"2005"
"2615","JPN",NA,"2005"
"2616","JOR",200,"2005"
"2617","KAZ",8300,"2005"
"2618","KEN",1600000,"2005"
"2619","KWT",200,"2005"
"2620","KGZ",2700,"2005"
"2621","LAO",5900,"2005"
"2622","LVA",6600,"2005"
"2623","LBN",1200,"2005"
"2624","LSO",240000,"2005"
"2625","LBR",56000,"2005"
"2626","LTU",1700,"2005"
"2627","LUX",NA,"2005"
"2628","MDG",19000,"2005"
"2629","MWI",950000,"2005"
"2630","MYS",110000,"2005"
"2631","MDV",NA,"2005"
"2632","MLI",110000,"2005"
"2633","MLT",200,"2005"
"2634","MRT",14000,"2005"
"2635","MEX",150000,"2005"
"2636","MNG",100,"2005"
"2637","MNE",200,"2005"
"2638","MAR",14000,"2005"
"2639","MOZ",1400000,"2005"
"2640","MMR",250000,"2005"
"2641","NAM",180000,"2005"
"2642","NPL",40000,"2005"
"2643","NLD",16000,"2005"
"2644","NZL",NA,"2005"
"2645","NIC",10000,"2005"
"2646","NER",68000,"2005"
"2647","NGA",3100000,"2005"
"2648","NOR",NA,"2005"
"2649","OMN",NA,"2005"
"2650","PAK",12000,"2005"
"2651","PAN",14000,"2005"
"2652","PNG",35000,"2005"
"2653","PRY",12000,"2005"
"2654","PER",72000,"2005"
"2655","PHL",3800,"2005"
"2656","POL",NA,"2005"
"2657","PRT",NA,"2005"
"2658","QAT",100,"2005"
"2659","KOR",NA,"2005"
"2660","MDA",6700,"2005"
"2661","ROU",11000,"2005"
"2662","RUS",NA,"2005"
"2663","RWA",210000,"2005"
"2664","SAU",4900,"2005"
"2665","SEN",45000,"2005"
"2666","SRB",1400,"2005"
"2667","SLE",44000,"2005"
"2668","SGP",NA,"2005"
"2669","SVK",500,"2005"
"2670","SVN",500,"2005"
"2671","SOM",27000,"2005"
"2672","ZAF",5100000,"2005"
"2673","SSD",150000,"2005"
"2674","ESP",120000,"2005"
"2675","LKA",1000,"2005"
"2676","SDN",28000,"2005"
"2677","SUR",3800,"2005"
"2678","SWZ",170000,"2005"
"2679","SWE",6900,"2005"
"2680","CHE",NA,"2005"
"2681","SYR",NA,"2005"
"2682","TJK",6000,"2005"
"2683","THA",560000,"2005"
"2684","MKD",200,"2005"
"2685","TLS",NA,"2005"
"2686","TGO",130000,"2005"
"2687","TTO",9400,"2005"
"2688","TUN",1000,"2005"
"2689","TUR",NA,"2005"
"2690","TKM",NA,"2005"
"2691","UGA",1200000,"2005"
"2692","UKR",200000,"2005"
"2693","ARE",NA,"2005"
"2694","GBR",NA,"2005"
"2695","TZA",1400000,"2005"
"2696","USA",NA,"2005"
"2697","URY",11000,"2005"
"2698","UZB",NA,"2005"
"2699","VEN",73000,"2005"
"2700","VNM",190000,"2005"
"2701","YEM",4300,"2005"
"2702","ZMB",920000,"2005"
"2703","ZWE",1300000,"2005"
"2704","Total",31000000,"2005"
